ID,className,METHOD,callchain,score
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.UnderWriterStaticsByBondExportController#doService,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.UnderWriterStaticsByBondExportController,doService,3,10
cn.nc.issuance.book.dcm.query.facade.controller.systemadmin.BookLocalAppointmentQueryController#handle,cn.nc.issuance.book.dcm.query.facade.controller.systemadmin.BookLocalAppointmentQueryController,handle,1,1
cn.nc.pub.wkcl.facade.controller.legal.LegalCalSelectController#select,cn.nc.pub.wkcl.facade.controller.legal.LegalCalSelectController,select,1,1
cn.nc.user.staff.facade.controller.ResourceSystemListController#handle,cn.nc.user.staff.facade.controller.ResourceSystemListController,handle,1,1
cn.nc.issuance.book.dcm.facade.controller.automaticDisclosure.IsAlreadyDisclosureController#handle,cn.nc.issuance.book.dcm.facade.controller.automaticDisclosure.IsAlreadyDisclosureController,handle,1,1
cn.nc.user.ukey.facade.controller.UkeyApplyHisCenterApprovalPassController#ukeyApplyHisApprovalPass,cn.nc.user.ukey.facade.controller.UkeyApplyHisCenterApprovalPassController,ukeyApplyHisApprovalPass,1,1
cn.nc.operation.base.facade.controller.notice.NoticeGetByCodeController#getNotice,cn.nc.operation.base.facade.controller.notice.NoticeGetByCodeController,getNotice,1,1
cn.nc.pub.msg.facade.controller.productParameter.ProductParameterSubmitController#submit,cn.nc.pub.msg.facade.controller.productParameter.ProductParameterSubmitController,submit,1,1
cn.nc.issuance.book.dcm.facade.controller.bondallocation.BondAllocationModifyController#handle,cn.nc.issuance.book.dcm.facade.controller.bondallocation.BondAllocationModifyController,handle,1,1
cn.nc.user.centerinstuseroperator.controller.CenterInstOperManageListController#doService,cn.nc.user.centerinstuseroperator.controller.CenterInstOperManageListController,doService,4,2
cn.nc.user.conf.facade.controller.CenterConfBusinessRoleByIdListController#confBusinessRoleByIdList,cn.nc.user.conf.facade.controller.CenterConfBusinessRoleByIdListController,confBusinessRoleByIdList,1,1
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.UnderWriterStaticsByOrgExportController#handle,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.UnderWriterStaticsByOrgExportController,handle,1,1
cn.nc.pub.msg.facade.controller.log.ReceiveRecordQueryController#queryPage,cn.nc.pub.msg.facade.controller.log.ReceiveRecordQueryController,queryPage,1,1
cn.nc.issuance.book.dcm.query.facade.controller.purchaseorder.PurchaseOrderMarkerDetailController#doService,cn.nc.issuance.book.dcm.query.facade.controller.purchaseorder.PurchaseOrderMarkerDetailController,doService,2,1
cn.nc.issuance.book.dcm.query.facade.controller.purchaseorder.PurchaseOrderSelectController#handle,cn.nc.issuance.book.dcm.query.facade.controller.purchaseorder.PurchaseOrderSelectController,handle,1,1
cn.nc.issuance.book.dcm.query.facade.controller.pricingplacing.SendProductInfoController#handle,cn.nc.issuance.book.dcm.query.facade.controller.pricingplacing.SendProductInfoController,handle,1,1
cn.nc.issuance.book.dcm.query.facade.controller.publishadmin.ConsignGroupOfferPreviewController#handle,cn.nc.issuance.book.dcm.query.facade.controller.publishadmin.ConsignGroupOfferPreviewController,handle,1,1
cn.nc.user.position.facade.controller.center.CenterPositionHisFindInfoController#handle,cn.nc.user.position.facade.controller.center.CenterPositionHisFindInfoController,handle,1,1
cn.nc.issuance.book.dcm.query.facade.controller.purchaseManage.PurchaseOfferManageDetailController#doService,cn.nc.issuance.book.dcm.query.facade.controller.purchaseManage.PurchaseOfferManageDetailController,doService,4,5
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.QueryMonthReportResultController#handle,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.QueryMonthReportResultController,handle,1,1
cn.nc.user.clientorgquery.facade.controller.ClientOrgUserSelectViewHisController#doService,cn.nc.user.clientorgquery.facade.controller.ClientOrgUserSelectViewHisController,doService,2,5
cn.nc.issuance.common.facade.controller.SysDictionaryGetValuePortController#handle,cn.nc.issuance.common.facade.controller.SysDictionaryGetValuePortController,handle,1,1
cn.nc.user.inst.facade.controller.InstInfoHisDeleteController#instInfoHisDelete,cn.nc.user.inst.facade.controller.InstInfoHisDeleteController,instInfoHisDelete,1,1
cn.nc.user.conf.facade.controller.CenterConfAccountFieldListController#doService,cn.nc.user.conf.facade.controller.CenterConfAccountFieldListController,doService,3,2
cn.nc.pub.msg.facade.controller.parameterRule.ParameterRuleAgreeController#agree,cn.nc.pub.msg.facade.controller.parameterRule.ParameterRuleAgreeController,agree,1,1
cn.nc.user.cfaeacct.facade.controller.CfaeAcctDepositQueryListController#doService,cn.nc.user.cfaeacct.facade.controller.CfaeAcctDepositQueryListController,doService,4,3
cn.nc.user.reguser.facade.controller.IdentifyRegistrationUserController#identifyRegistrationUser,cn.nc.user.reguser.facade.controller.IdentifyRegistrationUserController,identifyRegistrationUser,1,1
cn.nc.issuance.bid.facade.controller.shchTenderMgmt.DownloadTiBondInfoController#downloadTiBondInfo,cn.nc.issuance.bid.facade.controller.shchTenderMgmt.DownloadTiBondInfoController,downloadTiBondInfo,1,1
cn.nc.user.instuser.facade.controller.RevokeApproveInstUserController#doService,cn.nc.user.instuser.facade.controller.RevokeApproveInstUserController,doService,11,21
cn.nc.issuance.book.dcm.query.facade.controller.homeStart.QueryTodayPublishBondsController#handle,cn.nc.issuance.book.dcm.query.facade.controller.homeStart.QueryTodayPublishBondsController,handle,1,1
cn.nc.issuance.bid.facade.controller.core.BondRoleQueryController#doService,cn.nc.issuance.bid.facade.controller.core.BondRoleQueryController,doService,3,17
cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondTrustOrgListController#handle,cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondTrustOrgListController,handle,1,1
cn.nc.user.conf.facade.controller.CenterConfDictionaryDetailController#doService,cn.nc.user.conf.facade.controller.CenterConfDictionaryDetailController,doService,3,2
cn.nc.issuance.bid.facade.controller.biddingManagement.bidSuppAdmi.SaveAdditionController#doService,cn.nc.issuance.bid.facade.controller.biddingManagement.bidSuppAdmi.SaveAdditionController,doService,18,76
cn.nc.user.summary.facede.comtroller.ExportInstDataController#exportInstDataExcel,cn.nc.user.summary.facede.comtroller.ExportInstDataController,exportInstDataExcel,3,12
cn.nc.operation.base.facade.controller.notice.NoticeGroupDeleteController#doService,cn.nc.operation.base.facade.controller.notice.NoticeGroupDeleteController,doService,2,1
cn.nc.issuance.common.facade.controller.SysConfigEnableController#doService,cn.nc.issuance.common.facade.controller.SysConfigEnableController,doService,4,11
cn.nc.pub.msg.facade.controller.parameterRule.ParameterRuleListQueryController#doService,cn.nc.pub.msg.facade.controller.parameterRule.ParameterRuleListQueryController,doService,2,5
cn.nc.user.ukey.facade.controller.UkeyBindHisCenterBatchApprovalPassController#ukeyBindHisBatchApprovalPass,cn.nc.user.ukey.facade.controller.UkeyBindHisCenterBatchApprovalPassController,ukeyBindHisBatchApprovalPass,1,1
cn.nc.issuance.common.facade.controller.operation.ContactDeleteController#doService,cn.nc.issuance.common.facade.controller.operation.ContactDeleteController,doService,3,5
cn.nc.user.ukey.facade.controller.QueryUkeyMaintainHisController#queryUkeyMaintainHisList,cn.nc.user.ukey.facade.controller.QueryUkeyMaintainHisController,queryUkeyMaintainHisList,1,1
cn.nc.pub.wkcl.facade.controller.sys.SysTradeCalQueryController#queryPage,cn.nc.pub.wkcl.facade.controller.sys.SysTradeCalQueryController,queryPage,1,1
cn.nc.user.reguser.facade.controller.UnbindInstUserController#doService,cn.nc.user.reguser.facade.controller.UnbindInstUserController,doService,3,3
cn.nc.issuance.book.dcm.query.facade.controller.bill.BillListController#handle,cn.nc.issuance.book.dcm.query.facade.controller.bill.BillListController,handle,1,1
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.BookBuildResultQueryController#bookBuildResultQuery,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.BookBuildResultQueryController,bookBuildResultQuery,1,1
cn.nc.issuance.book.dcm.query.facade.controller.inquiry.SelectInquiryDetailController#doService,cn.nc.issuance.book.dcm.query.facade.controller.inquiry.SelectInquiryDetailController,doService,2,1
cn.nc.issuance.dist.facade.controller.DistributionBackController#handle,cn.nc.issuance.dist.facade.controller.DistributionBackController,handle,1,1
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.BookBuildResultExportController#bookBuildResultExport,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.BookBuildResultExportController,bookBuildResultExport,1,1
cn.nc.user.magnifier.facade.controller.IssuanceInstMagnifierListController#issuanceInstMagnifierList,cn.nc.user.magnifier.facade.controller.IssuanceInstMagnifierListController,issuanceInstMagnifierList,1,1
cn.nc.issuance.book.dcm.facade.controller.bondjoinoperate.BondJoinOperatorController#handle,cn.nc.issuance.book.dcm.facade.controller.bondjoinoperate.BondJoinOperatorController,handle,1,1
cn.nc.issuance.book.dcm.facade.controller.reservationmanage.ReservationManageSaveController#handle,cn.nc.issuance.book.dcm.facade.controller.reservationmanage.ReservationManageSaveController,handle,1,1
cn.nc.user.external.facade.controller.InstRoleListController#doService,cn.nc.user.external.facade.controller.InstRoleListController,doService,3,2
cn.nc.issuance.book.dcm.query.facade.controller.systemadmin.BookAccountsDetailQueryController#doService,cn.nc.issuance.book.dcm.query.facade.controller.systemadmin.BookAccountsDetailQueryController,doService,3,2
cn.nc.issuance.book.dcm.facade.controller.pricingplacing.PricingPlacingPreviewPublishNoticeController#handle,cn.nc.issuance.book.dcm.facade.controller.pricingplacing.PricingPlacingPreviewPublishNoticeController,handle,1,1
cn.nc.user.inst.facade.controller.QueryInstInfoListController#queryInstInfoList,cn.nc.user.inst.facade.controller.QueryInstInfoListController,queryInstInfoList,1,1
cn.nc.user.reguser.facade.controller.UserPwdModifyController#changeUserPassword,cn.nc.user.reguser.facade.controller.UserPwdModifyController,changeUserPassword,1,1
cn.nc.issuance.bid.facade.controller.shchTenderMgmt.ExportBondPriceInfoController#doService,cn.nc.issuance.bid.facade.controller.shchTenderMgmt.ExportBondPriceInfoController,doService,2,17
cn.nc.issuance.dist.facade.controller.DistBillsDownLoadController#handle,cn.nc.issuance.dist.facade.controller.DistBillsDownLoadController,handle,1,1
cn.nc.channel.backend.facade.controller.DistributableBondController#doService,cn.nc.channel.backend.facade.controller.DistributableBondController,doService,3,6
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.QueryWinBiddingOrganDetailController#doService,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.QueryWinBiddingOrganDetailController,doService,1,1
cn.nc.operation.task.engine.controller.BusinessTaskClaimController#claim,cn.nc.operation.task.engine.controller.BusinessTaskClaimController,claim,1,1
cn.nc.starter.file.controller.FileStorageController#downloadProgress,cn.nc.starter.file.controller.FileStorageController,downloadProgress,1,4
cn.nc.pub.msg.facade.controller.send.SendSmsController#doService,cn.nc.pub.msg.facade.controller.send.SendSmsController,doService,22,81
cn.nc.user.archive.facade.controller.GetUnArchivedController#getUnArchived,cn.nc.user.archive.facade.controller.GetUnArchivedController,getUnArchived,1,1
cn.nc.channel.backend.facade.controller.ImageStorageDownloadController#doService,cn.nc.channel.backend.facade.controller.ImageStorageDownloadController,doService,3,11
cn.nc.issuance.common.facade.controller.RoleMenuRelationDeleteController#doService,cn.nc.issuance.common.facade.controller.RoleMenuRelationDeleteController,doService,8,22
cn.nc.channel.backend.facade.controller.ConcernCrmwQueryController#concernCrmwQuery,cn.nc.channel.backend.facade.controller.ConcernCrmwQueryController,concernCrmwQuery,1,1
cn.nc.issuance.book.dcm.query.facade.controller.bondadjustorder.BondAdjustOrderTimeInitController#doService,cn.nc.issuance.book.dcm.query.facade.controller.bondadjustorder.BondAdjustOrderTimeInitController,doService,4,2
cn.nc.user.position.facade.controller.center.CenterPositionListController#doService,cn.nc.user.position.facade.controller.center.CenterPositionListController,doService,2,1
cn.nc.pub.msg.facade.controller.setting.MsgSendOperatorSaveController#saveOrUpdate,cn.nc.pub.msg.facade.controller.setting.MsgSendOperatorSaveController,saveOrUpdate,1,1
cn.nc.user.position.facade.controller.center.CenterPositionHisApprovedController#handle,cn.nc.user.position.facade.controller.center.CenterPositionHisApprovedController,handle,1,1
cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondAppTypeListController#doService,cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondAppTypeListController,doService,1,1
cn.nc.user.ukey.facade.controller.GetUkeyMaintainHisDetailsController#getUkeyMaintainHisDetails,cn.nc.user.ukey.facade.controller.GetUkeyMaintainHisDetailsController,getUkeyMaintainHisDetails,1,1
cn.nc.user.conf.facade.controller.CenterConfInstFieldListController#doService,cn.nc.user.conf.facade.controller.CenterConfInstFieldListController,doService,3,2
cn.nc.issuance.bid.facade.controller.shchTenderMgmt.TiShchBondPublishController#publishBondInfo,cn.nc.issuance.bid.facade.controller.shchTenderMgmt.TiShchBondPublishController,publishBondInfo,1,1
cn.nc.pub.msg.facade.controller.parameterRule.ParameterRuleSubmitController#doService,cn.nc.pub.msg.facade.controller.parameterRule.ParameterRuleSubmitController,doService,4,3
cn.nc.pub.msg.facade.controller.outside.PubProductParameterListQueryController#doService,cn.nc.pub.msg.facade.controller.outside.PubProductParameterListQueryController,doService,1,1
cn.nc.issuance.book.dcm.query.facade.controller.dcmbondadmin.BondSendProductInfoController#doService,cn.nc.issuance.book.dcm.query.facade.controller.dcmbondadmin.BondSendProductInfoController,doService,2,1
cn.nc.user.ukey.facade.controller.UkeyMaintainHisClientBatchApprovalRefuseController#doService,cn.nc.user.ukey.facade.controller.UkeyMaintainHisClientBatchApprovalRefuseController,doService,5,16
cn.nc.user.summary.facede.comtroller.ExportUserWorkDetailController#exportUserWorkDetail,cn.nc.user.summary.facede.comtroller.ExportUserWorkDetailController,exportUserWorkDetail,10,25
cn.nc.user.staff.facade.controller.in.UserFindInfoByTokenController#doService,cn.nc.user.staff.facade.controller.in.UserFindInfoByTokenController,doService,6,7
cn.nc.user.inst.facade.controller.QueryInstListController#queryInstList,cn.nc.user.inst.facade.controller.QueryInstListController,queryInstList,1,1
cn.nc.user.conf.facade.controller.ClientUserPermissionController#clientUserPermission,cn.nc.user.conf.facade.controller.ClientUserPermissionController,clientUserPermission,1,1
cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondMenuListController#doService,cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondMenuListController,doService,1,1
cn.nc.issuance.dist.facade.controller.DistributionSingleDownloadFileController#doService,cn.nc.issuance.dist.facade.controller.DistributionSingleDownloadFileController,doService,1,1
cn.nc.issuance.dist.facade.controller.SimDistInfoDelController#handle,cn.nc.issuance.dist.facade.controller.SimDistInfoDelController,handle,1,1
cn.nc.issuance.common.facade.controller.PublisherSubscribeWhiteListController#handle,cn.nc.issuance.common.facade.controller.PublisherSubscribeWhiteListController,handle,1,1
cn.nc.channel.mix.controller.channel.subscribe.QueryFinancialIssuableBondsController#doService,cn.nc.channel.mix.controller.channel.subscribe.QueryFinancialIssuableBondsController,doService,3,2
cn.nc.issuance.dist.facade.controller.DistHisAgreementDetailController#doService,cn.nc.issuance.dist.facade.controller.DistHisAgreementDetailController,doService,10,37
cn.nc.issuance.book.dcm.facade.controller.directinvestor.whitelist.AccountWlStatusUpdateController#doService,cn.nc.issuance.book.dcm.facade.controller.directinvestor.whitelist.AccountWlStatusUpdateController,doService,2,1
cn.nc.user.reguser.facade.controller.SendCheckcodeController#sendCheckcode,cn.nc.user.reguser.facade.controller.SendCheckcodeController,sendCheckcode,1,1
cn.nc.issuance.book.dcm.facade.controller.group.GroupCancelAssignlinkClickController#doService,cn.nc.issuance.book.dcm.facade.controller.group.GroupCancelAssignlinkClickController,doService,2,1
cn.nc.issuance.book.dcm.facade.controller.bondadjustorder.BondAdjustOrderauditTimeController#handle,cn.nc.issuance.book.dcm.facade.controller.bondadjustorder.BondAdjustOrderauditTimeController,handle,1,1
cn.nc.user.external.facade.controller.InstBatchRoleController#getInstBatchRoleList,cn.nc.user.external.facade.controller.InstBatchRoleController,getInstBatchRoleList,1,1
cn.nc.user.label.facade.controller.LabelAddController#handle,cn.nc.user.label.facade.controller.LabelAddController,handle,1,1
cn.nc.channel.backend.facade.controller.ConcernFinancialBondController#doService,cn.nc.channel.backend.facade.controller.ConcernFinancialBondController,doService,4,8
cn.nc.pub.msg.facade.controller.setting.MsgBizSystemCheckController#doService,cn.nc.pub.msg.facade.controller.setting.MsgBizSystemCheckController,doService,3,8
cn.nc.user.position.facade.controller.center.CenterPositionHisModifyRecordController#doService,cn.nc.user.position.facade.controller.center.CenterPositionHisModifyRecordController,doService,3,11
cn.nc.channel.backend.facade.controller.LayoutChangeRemindController#doService,cn.nc.channel.backend.facade.controller.LayoutChangeRemindController,doService,5,8
cn.nc.operation.base.facade.controller.work.WorkingScheduleDeleteController#doService,cn.nc.operation.base.facade.controller.work.WorkingScheduleDeleteController,doService,3,20
cn.nc.issuance.bid.facade.controller.biddingManagement.queryBidding.ExportBiddingController#handle,cn.nc.issuance.bid.facade.controller.biddingManagement.queryBidding.ExportBiddingController,handle,1,1
cn.nc.user.staff.facade.controller.MenuTreeListByPermissionIdListController#doService,cn.nc.user.staff.facade.controller.MenuTreeListByPermissionIdListController,doService,4,10
cn.nc.issuance.book.dcm.facade.controller.external.DCMForExternalWhiteListResultController#recShchPrimaryWhiteListResultInfo,cn.nc.issuance.book.dcm.facade.controller.external.DCMForExternalWhiteListResultController,recShchPrimaryWhiteListResultInfo,1,1
cn.nc.operation.base.facade.controller.notice.NoticeCancelController#cancelNotice,cn.nc.operation.base.facade.controller.notice.NoticeCancelController,cancelNotice,1,1
cn.nc.issuance.bid.facade.controller.shchTenderMgmt.QueryHisTiBondInfoController#doService,cn.nc.issuance.bid.facade.controller.shchTenderMgmt.QueryHisTiBondInfoController,doService,3,3
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.ExportPublishBondInfoTotalController#doService,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.ExportPublishBondInfoTotalController,doService,1,1
cn.nc.channel.backend.facade.controller.UserSearchEntranceController#userQueryEntrance,cn.nc.channel.backend.facade.controller.UserSearchEntranceController,userQueryEntrance,1,1
cn.nc.user.ukey.facade.controller.QueryUkeyApplyReceiverController#queryUkeyApplyReceiverList,cn.nc.user.ukey.facade.controller.QueryUkeyApplyReceiverController,queryUkeyApplyReceiverList,1,1
cn.nc.issuance.book.dcm.facade.controller.bondadjustorder.BondAdjustOrderModifyTimeController#doService,cn.nc.issuance.book.dcm.facade.controller.bondadjustorder.BondAdjustOrderModifyTimeController,doService,2,1
cn.nc.user.seal.facade.controller.GetSealCompareController#getSealCompareDetails,cn.nc.user.seal.facade.controller.GetSealCompareController,getSealCompareDetails,1,1
cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondConsignModeListController#doService,cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondConsignModeListController,doService,1,1
cn.nc.user.ukey.facade.controller.UkeyMaintainHisClientModifySaveController#ukeyMaintainHisModifySave,cn.nc.user.ukey.facade.controller.UkeyMaintainHisClientModifySaveController,ukeyMaintainHisModifySave,1,1
cn.nc.issuance.book.dcm.query.facade.controller.issueamountadjust.PurchaseDetailExportController#doService,cn.nc.issuance.book.dcm.query.facade.controller.issueamountadjust.PurchaseDetailExportController,doService,1,1
cn.nc.channel.msg.facade.controller.NoticeCancelController#doService,cn.nc.channel.msg.facade.controller.NoticeCancelController,doService,2,1
cn.nc.issuance.common.facade.controller.VerFormsToSendSHCHQueryController#handle,cn.nc.issuance.common.facade.controller.VerFormsToSendSHCHQueryController,handle,1,1
cn.nc.pub.wkcl.facade.controller.legal.LegalCalSelectController#doService,cn.nc.pub.wkcl.facade.controller.legal.LegalCalSelectController,doService,3,3
cn.nc.user.position.facade.controller.center.CenterPositionPermissionListController#doService,cn.nc.user.position.facade.controller.center.CenterPositionPermissionListController,doService,4,7
cn.nc.user.conf.facade.CenterSysConfigFieldBatchDeleteController#sysConfigFieldBatchDelete,cn.nc.user.conf.facade.CenterSysConfigFieldBatchDeleteController,sysConfigFieldBatchDelete,1,1
cn.nc.issuance.book.dcm.query.facade.controller.systemadmin.SendPurchaseResultQueryController#doService,cn.nc.issuance.book.dcm.query.facade.controller.systemadmin.SendPurchaseResultQueryController,doService,4,13
cn.nc.user.position.facade.controller.center.CenterPositionHisDeleteController#handle,cn.nc.user.position.facade.controller.center.CenterPositionHisDeleteController,handle,1,1
cn.nc.user.instuser.facade.controller.StopOrEnableInstUserController#doService,cn.nc.user.instuser.facade.controller.StopOrEnableInstUserController,doService,3,17
cn.nc.operation.base.facade.controller.statistic.BondApproveQueryController#doService,cn.nc.operation.base.facade.controller.statistic.BondApproveQueryController,doService,3,4
cn.nc.user.reguser.facade.controller.UserBindMobileController#doService,cn.nc.user.reguser.facade.controller.UserBindMobileController,doService,3,5
cn.nc.channel.backend.facade.controller.DebtInstDailyGroupQueryController#doService,cn.nc.channel.backend.facade.controller.DebtInstDailyGroupQueryController,doService,3,6
cn.nc.issuance.common.facade.controller.ErrorInfoModifyController#handle,cn.nc.issuance.common.facade.controller.ErrorInfoModifyController,handle,1,1
cn.nc.user.instuser.facade.controller.ApprovePassThirdUserApplyController#approvePassInstThirdUserApply,cn.nc.user.instuser.facade.controller.ApprovePassThirdUserApplyController,approvePassInstThirdUserApply,1,1
cn.nc.pub.msg.facade.controller.log.EmailRecordQueryController#doService,cn.nc.pub.msg.facade.controller.log.EmailRecordQueryController,doService,3,6
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.QueryMonthReportResultController#doService,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.QueryMonthReportResultController,doService,1,1
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.ExportBondStatisticsAnalysisController#doService,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.ExportBondStatisticsAnalysisController,doService,2,10
cn.nc.operation.base.facade.controller.task.TaskQueryTodoCountController#doService,cn.nc.operation.base.facade.controller.task.TaskQueryTodoCountController,doService,3,4
cn.nc.issuance.book.dcm.facade.controller.informationservice.ExerciseRemindersLinkController#handle,cn.nc.issuance.book.dcm.facade.controller.informationservice.ExerciseRemindersLinkController,handle,1,1
cn.nc.channel.mix.controller.channel.subscribe.QueryGroupBondsController#queryGroupBonds,cn.nc.channel.mix.controller.channel.subscribe.QueryGroupBondsController,queryGroupBonds,1,1
cn.nc.operation.base.facade.controller.task.QueryBusinessTypeController#save,cn.nc.operation.base.facade.controller.task.QueryBusinessTypeController,save,1,1
cn.nc.user.seal.facade.controller.SealHisClientDeleteController#sealHisDelete,cn.nc.user.seal.facade.controller.SealHisClientDeleteController,sealHisDelete,1,1
cn.nc.user.ukey.facade.controller.UkeyMaintainHisClientApprovalPassController#doService,cn.nc.user.ukey.facade.controller.UkeyMaintainHisClientApprovalPassController,doService,2,3
cn.nc.issuance.book.dcm.query.facade.controller.unannounced.UnAnnounceQueryInquireController#handle,cn.nc.issuance.book.dcm.query.facade.controller.unannounced.UnAnnounceQueryInquireController,handle,1,1
cn.nc.issuance.book.dcm.query.facade.controller.bond.SimBondInfoQueryController#doService,cn.nc.issuance.book.dcm.query.facade.controller.bond.SimBondInfoQueryController,doService,2,1
cn.nc.channel.mix.controller.issuance.QueryConsignGroupListController#doService,cn.nc.channel.mix.controller.issuance.QueryConsignGroupListController,doService,4,9
cn.nc.issuance.book.dcm.query.facade.controller.systemadmin.BookLocalAppointmentExportController#doService,cn.nc.issuance.book.dcm.query.facade.controller.systemadmin.BookLocalAppointmentExportController,doService,4,16
cn.nc.issuance.book.dcm.facade.controller.external.DCMForExternalRecNoticeDiscloseController#reNoticeDiscloseInfo,cn.nc.issuance.book.dcm.facade.controller.external.DCMForExternalRecNoticeDiscloseController,reNoticeDiscloseInfo,1,1
cn.nc.pub.msg.facade.controller.productInstance.ProductInstanceListQueryController#doService,cn.nc.pub.msg.facade.controller.productInstance.ProductInstanceListQueryController,doService,2,2
cn.nc.channel.auth.inner.facade.controller.AuthLoginPublicKeyController#handle,cn.nc.channel.auth.inner.facade.controller.AuthLoginPublicKeyController,handle,1,1
cn.nc.channel.backend.facade.controller.ComponentConfigSaveController#cmptConfigSaveOrUpdate,cn.nc.channel.backend.facade.controller.ComponentConfigSaveController,cmptConfigSaveOrUpdate,1,1
cn.nc.channel.mix.controller.channel.issuedbond.QueryIssuedCrmwController#doService,cn.nc.channel.mix.controller.channel.issuedbond.QueryIssuedCrmwController,doService,3,2
cn.nc.issuance.common.facade.controller.SysDictionarySubListController#handle,cn.nc.issuance.common.facade.controller.SysDictionarySubListController,handle,1,1
cn.nc.issuance.book.dcm.facade.controller.job.threepartyunannouncedbond.IsemBondInitSourceController#handle,cn.nc.issuance.book.dcm.facade.controller.job.threepartyunannouncedbond.IsemBondInitSourceController,handle,1,1
cn.nc.user.conf.facade.CenterSysBusinessRoleSaveController#doService,cn.nc.user.conf.facade.CenterSysBusinessRoleSaveController,doService,23,90
cn.nc.issuance.book.dcm.query.facade.controller.groupSet.GroupMemberController#doService,cn.nc.issuance.book.dcm.query.facade.controller.groupSet.GroupMemberController,doService,4,7
cn.nc.channel.mix.controller.channel.subscribe.QueryPurchasedBondsController#queryPurchasedBonds,cn.nc.channel.mix.controller.channel.subscribe.QueryPurchasedBondsController,queryPurchasedBonds,1,1
cn.nc.operation.base.facade.controller.task.TaskQueryClaimedController#doService,cn.nc.operation.base.facade.controller.task.TaskQueryClaimedController,doService,4,9
cn.nc.pub.msg.facade.controller.log.AuditLogQueryController#queryPage,cn.nc.pub.msg.facade.controller.log.AuditLogQueryController,queryPage,1,1
cn.nc.issuance.book.dcm.query.facade.controller.purchaseOffer.PurchaseOfferExprotExQueController#handle,cn.nc.issuance.book.dcm.query.facade.controller.purchaseOffer.PurchaseOfferExprotExQueController,handle,1,1
cn.nc.issuance.book.dcm.facade.controller.purchaseorder.PurchaseOrderAddController#handle,cn.nc.issuance.book.dcm.facade.controller.purchaseorder.PurchaseOrderAddController,handle,1,1
cn.nc.user.cfaeacct.facade.controller.CenterCfaeAcctApproveReturnController#cfaeAcctApproveReturnCenter,cn.nc.user.cfaeacct.facade.controller.CenterCfaeAcctApproveReturnController,cfaeAcctApproveReturnCenter,1,1
cn.nc.user.staff.facade.controller.in.PositionAddController#handle,cn.nc.user.staff.facade.controller.in.PositionAddController,handle,1,1
cn.nc.issuance.book.dcm.facade.controller.external.DCMForExternalWhiteListResultController#doService,cn.nc.issuance.book.dcm.facade.controller.external.DCMForExternalWhiteListResultController,doService,8,37
cn.nc.issuance.book.dcm.query.facade.controller.magnifier.ApplicantAccountQueryController#handle,cn.nc.issuance.book.dcm.query.facade.controller.magnifier.ApplicantAccountQueryController,handle,1,1
cn.nc.channel.backend.facade.controller.CrmwOnSaleQueryController#crmwOnSaleQuery,cn.nc.channel.backend.facade.controller.CrmwOnSaleQueryController,crmwOnSaleQuery,1,1
cn.nc.user.conf.facade.controller.CenterConfBusinessRoleListController#doService,cn.nc.user.conf.facade.controller.CenterConfBusinessRoleListController,doService,3,6
cn.nc.issuance.bid.facade.controller.bondccdc.SaveBondInfoCcdcController#handle,cn.nc.issuance.bid.facade.controller.bondccdc.SaveBondInfoCcdcController,handle,1,1
cn.nc.issuance.bid.facade.controller.biddingresultMgmt.AdjustPlacingResultController#adjustPlacingResult,cn.nc.issuance.bid.facade.controller.biddingresultMgmt.AdjustPlacingResultController,adjustPlacingResult,1,1
cn.nc.issuance.book.dcm.facade.controller.querystatistics.BondGroupFeePaymentUpdateController#doService,cn.nc.issuance.book.dcm.facade.controller.querystatistics.BondGroupFeePaymentUpdateController,doService,8,28
cn.nc.pub.wkcl.facade.controller.log.AuditLogQueryController#queryPage,cn.nc.pub.wkcl.facade.controller.log.AuditLogQueryController,queryPage,1,1
