className,method,score
Optional[cn.nc.common.encryption.interceptor.MybatisCipherInterceptor],cn.nc.common.encryption.interceptor.MybatisCipherInterceptor#encryptFields,45
Optional[cn.nc.channel.backend.service.dto.homepage.UnUsedCmptQueryReqDto],cn.nc.channel.backend.service.dto.homepage.UnUsedCmptQueryReqDto#setLayoutType,0
Optional[cn.nc.issuance.book.dcm.query.service.dto.directinvestor.whitelist.AccountWhiteHisShchDto],cn.nc.issuance.book.dcm.query.service.dto.directinvestor.whitelist.AccountWhiteHisShchDto#getHolderType,1
Optional[cn.nc.pub.msg.service.dto.productInstance.BiddingShchProductInstanceDto],cn.nc.pub.msg.service.dto.productInstance.BiddingShchProductInstanceDto#getActualDate,1
Optional[cn.nc.issuance.bid.service.impl.query.common.CommonLogicService],cn.nc.issuance.bid.service.impl.query.common.CommonLogicService#batchQueryBondOperIds,7
Optional[cn.nc.pub.msg.service.dto.other.InstanceSubBookGradeInfo],cn.nc.pub.msg.service.dto.other.InstanceSubBookGradeInfo#setGradeShortName,0
Optional[cn.nc.channel.mix.controller.issuance.QueryPublishProcessBondController],cn.nc.channel.mix.controller.issuance.QueryPublishProcessBondController#queryPublishProcessBond,1
Optional[cn.nc.issuance.common.service.impl.MqSendProductInfoServiceImpl],cn.nc.issuance.common.service.impl.MqSendProductInfoServiceImpl#add,0
Optional[cn.nc.user.cfaeacct.CfaeAccountHisService],cn.nc.user.cfaeacct.CfaeAccountHisService#cfaeAcctDeleteCenter,0
Optional[cn.nc.issuance.common.service.SysDictionarySubService],cn.nc.issuance.common.service.SysDictionarySubService#addPort,0
Optional[cn.nc.channel.backend.adapter.repository.po.LayoutChangeRemindPo],cn.nc.channel.backend.adapter.repository.po.LayoutChangeRemindPo#getClassicLayoutVersion,1
Optional[cn.nc.channel.auth.outer.service.dto.login.RegisterUserQueryRespDto],cn.nc.channel.auth.outer.service.dto.login.RegisterUserQueryRespDto#setRegisterUserCode,0
Optional[cn.nc.operation.base.mapper.work.WorkDictConverterImpl],cn.nc.operation.base.mapper.work.WorkDictConverterImpl#toDtoList,5
Optional[cn.nc.user.cfaeuser.dto.CfaeRegisterUserDto],cn.nc.user.cfaeuser.dto.CfaeRegisterUserDto#setCard,0
Optional[cn.nc.issuance.book.dcm.service.dto.BookApplicationSceenEntityNew],cn.nc.issuance.book.dcm.service.dto.BookApplicationSceenEntityNew#setHolderListNew,0
Optional[cn.nc.operation.task.engine.service.BusinessTask],cn.nc.operation.task.engine.service.BusinessTask#getAssignee,0
Optional[cn.nc.user.comtask.service.ComTaskApproveService],cn.nc.user.comtask.service.ComTaskApproveService#comTaskApprove,0
Optional[cn.nc.pub.msg.service.impl.ProductCommandServiceImpl],cn.nc.pub.msg.service.impl.ProductCommandServiceImpl#checkNeedNewVersion,1
Optional[cn.nc.user.initinst.facade.controller.ApprovalRejectInstOpenApplyController],cn.nc.user.initinst.facade.controller.ApprovalRejectInstOpenApplyController#approvalRejectInstOpenApply,1
Optional[cn.nc.issuance.book.dcm.lib.feign.UserQueryService],cn.nc.issuance.book.dcm.lib.feign.UserQueryService#getInstListByRole,0
Optional[cn.nc.user.ukey.facade.controller.UkeyExpressCenterSendSMSController],cn.nc.user.ukey.facade.controller.UkeyExpressCenterSendSMSController#doService,1
Optional[cn.nc.issuance.common.facade.service.dto.Sort],cn.nc.issuance.common.facade.service.dto.Sort#setColumn,0
Optional[cn.nc.channel.log.adapter.repository.po.AuditLogHis],cn.nc.channel.log.adapter.repository.po.AuditLogHis#getId,1
Optional[cn.nc.issuance.book.dcm.service.impl.BondInfoMakePublicServiceImpl],cn.nc.issuance.book.dcm.service.impl.BondInfoMakePublicServiceImpl#getReGenPurchseBill,2
Optional[cn.nc.user.instuser.service.QueryOrgService],cn.nc.user.instuser.service.QueryOrgService#getInstDetailByIdArray,0
Optional[cn.nc.pub.msg.service.dto.send.QueryEmailDetailDto],cn.nc.pub.msg.service.dto.send.QueryEmailDetailDto#getBccAddress,1
Optional[cn.nc.issuance.book.dcm.service.impl.BondSubjectServiceImpl],cn.nc.issuance.book.dcm.service.impl.BondSubjectServiceImpl#save,10
Optional[cn.nc.channel.log.adapter.repository.po.AuditLogHis],cn.nc.channel.log.adapter.repository.po.AuditLogHis#setOperateType,0
Optional[cn.nc.channel.mix.controller.channel.selfbond.QueryInstitutionCrmwBookManagementController],cn.nc.channel.mix.controller.channel.selfbond.QueryInstitutionCrmwBookManagementController#queryInstitutionCrmwBookManagement,1
Optional[cn.nc.operation.base.model.dto.task.TaskHisQuery],cn.nc.operation.base.model.dto.task.TaskHisQuery#getBusinessKey,1
Optional[cn.nc.channel.mix.model.dto.RegistrationElementsResponse],cn.nc.channel.mix.model.dto.RegistrationElementsResponse#setInterestMode,0
Optional[cn.nc.issuance.bid.feign.CommonService],cn.nc.issuance.bid.feign.CommonService#externalUpdate,0
Optional[cn.nc.pub.msg.scheduler.EmailScheduler],cn.nc.pub.msg.scheduler.EmailScheduler#handleRetryFailure,0
Optional[cn.nc.user.reguser.service.dto.UserInfoDetailDto],cn.nc.user.reguser.service.dto.UserInfoDetailDto#getOfficePhoneNumber,1
Optional[cn.nc.issuance.book.dcm.service.impl.JoinGroupServiceImpl],cn.nc.issuance.book.dcm.service.impl.JoinGroupServiceImpl#getOfferedReplyDto,4
Optional[cn.nc.issuance.book.dcm.query.service.dto.bookkeepingprocessiinfo.SubscriptionProcessQueryDto],cn.nc.issuance.book.dcm.query.service.dto.bookkeepingprocessiinfo.SubscriptionProcessQueryDto#getBondId,1
Optional[cn.nc.user.inst.converter.InstCommonConverter],cn.nc.user.inst.converter.InstCommonConverter#instRoleRelHisPoList2InstRoleRelDtoList,0
Optional[cn.nc.user.archive.dto.FileArchiveSubHisDto],cn.nc.user.archive.dto.FileArchiveSubHisDto#getFileDownloadUrl,1
Optional[cn.nc.user.cfaeacct.adapter.repository.dao.CfaeAccountHisDao],cn.nc.user.cfaeacct.adapter.repository.dao.CfaeAccountHisDao#cfaeAcctHisList,0
Optional[cn.nc.issuance.common.service.dto.RspHead],cn.nc.issuance.common.service.dto.RspHead#setServNo,0
Optional[cn.nc.user.inst.service.impl.InstInfoHisServiceImpl],cn.nc.user.inst.service.impl.InstInfoHisServiceImpl#handleApprovalCancel,2
Optional[cn.nc.issuance.book.dcm.service.dto.PageInfo],cn.nc.issuance.book.dcm.service.dto.PageInfo#getPageNum,1
Optional[cn.nc.issuance.book.dcm.service.dto.ReqHead],cn.nc.issuance.book.dcm.service.dto.ReqHead#getSendSysOrCmptNo,1
Optional[cn.nc.pub.msg.config.sms.AliyunSmsConfig],cn.nc.pub.msg.config.sms.AliyunSmsConfig#getOpenDebugLog,1
Optional[cn.nc.message.structure.AbstractExtendsOutput],cn.nc.message.structure.AbstractExtendsOutput#initRspHead,0
Optional[cn.nc.issuance.common.service.impl.ErrorInfoServiceImpl],cn.nc.issuance.common.service.impl.ErrorInfoServiceImpl#findById,1
Optional[cn.nc.channel.mix.model.dto.RegistrationElementsResponse],cn.nc.channel.mix.model.dto.RegistrationElementsResponse#getIrstFrequency,1
Optional[cn.nc.pub.msg.service.dto.productInstance.BiddingCcdcProductInstanceDto],cn.nc.pub.msg.service.dto.productInstance.BiddingCcdcProductInstanceDto#setMaxPrice,0
Optional[cn.nc.user.index.facade.controller.GetBusinessRoleController],cn.nc.user.index.facade.controller.GetBusinessRoleController#getBusinessRoleList,1
Optional[cn.nc.user.position.service.impl.PositionHisServiceImpl],cn.nc.user.position.service.impl.PositionHisServiceImpl#getBusinessType,6
Optional[cn.nc.channel.auth.outer.service.dto.login.SwitchInstUserOperPostRespDto],cn.nc.channel.auth.outer.service.dto.login.SwitchInstUserOperPostRespDto#getPostId,1
Optional[cn.nc.user.cfaeacct.facade.controller.ClientCfaeAcctDeregisterSubmitController],cn.nc.user.cfaeacct.facade.controller.ClientCfaeAcctDeregisterSubmitController#cfaeacctDeregisterSubmitClient,1
Optional[cn.nc.pub.msg.service.dto.productInstance.BiddingShchProductInstanceDto],cn.nc.pub.msg.service.dto.productInstance.BiddingShchProductInstanceDto#setIrstFrequency,0
Optional[cn.nc.issuance.book.dcm.service.impl.logic.purchaseoffer.PurchaseDetailMarkerGroupSort],cn.nc.issuance.book.dcm.service.impl.logic.purchaseoffer.PurchaseDetailMarkerGroupSort#getSortUpdateTime,1
Optional[cn.nc.pub.msg.service.dto.productInstance.BiddingShchProductInstanceDto],cn.nc.pub.msg.service.dto.productInstance.BiddingShchProductInstanceDto#getPledgedAssetsOrg,1
Optional[cn.nc.issuance.bid.service.impl.operation.shchBiddingMgmt.TiShchDcmBondStrategyImpl],cn.nc.issuance.bid.service.impl.operation.shchBiddingMgmt.TiShchDcmBondStrategyImpl#validateFlexibility,36
Optional[cn.nc.issuance.common.compute.dto.PurchaseAccount],cn.nc.issuance.common.compute.dto.PurchaseAccount#setTrustAccountName,0
Optional[cn.nc.issuance.book.dcm.service.dto.bill.FixedIncomeProductElementEntity],cn.nc.issuance.book.dcm.service.dto.bill.FixedIncomeProductElementEntity#getValueCurrency,1
Optional[cn.nc.pub.msg.service.dto.productInstance.BookDcmProductInstanceDto],cn.nc.pub.msg.service.dto.productInstance.BookDcmProductInstanceDto#getBondShortName,1
Optional[cn.nc.user.xfile.service.XFileExtService],cn.nc.user.xfile.service.XFileExtService#getXFileInfoList,0
Optional[cn.nc.user.staff.service.impl.PositionServiceImpl],cn.nc.user.staff.service.impl.PositionServiceImpl#findById,1
Optional[cn.nc.issuance.book.dcm.query.converter.PurchaseAppConverterImpl],cn.nc.issuance.book.dcm.query.converter.PurchaseAppConverterImpl#toPoList,5
Optional[cn.nc.channel.backend.service.dto.product.DebtInstTenderOfferQueryRespDto],cn.nc.channel.backend.service.dto.product.DebtInstTenderOfferQueryRespDto#setBondScale,0
Optional[cn.nc.channel.auth.outer.converter.UserRegisterOperationMapper],cn.nc.channel.auth.outer.converter.UserRegisterOperationMapper#webEmailRegReqDtoToUserRegReqDto,0
Optional[cn.nc.pub.msg.service.dto.productInstance.BookCrmwProductInstanceDto],cn.nc.pub.msg.service.dto.productInstance.BookCrmwProductInstanceDto#setBondTerm,0
Optional[cn.nc.pub.msg.service.dto.productInstance.BookCrmwProductInstanceDto],cn.nc.pub.msg.service.dto.productInstance.BookCrmwProductInstanceDto#getPrdtRatingAgenciesSname2,1
Optional[cn.nc.issuance.book.dcm.service.dto.PlacingResultEntity],cn.nc.issuance.book.dcm.service.dto.PlacingResultEntity#setConcactPhone,0
Optional[cn.nc.pub.msg.service.dto.productInstance.BookFinShchProductInstanceDto],cn.nc.pub.msg.service.dto.productInstance.BookFinShchProductInstanceDto#getPrdtRatingAgenciesSname,1
Optional[cn.nc.user.template.converter.ApproveTemplateConverterImpl],cn.nc.user.template.converter.ApproveTemplateConverterImpl#toDtoList,5
Optional[cn.nc.pub.msg.service.impl.ProductInstanceQueryServiceImpl],cn.nc.pub.msg.service.impl.ProductInstanceQueryServiceImpl#getProductInstanceInfoList,6
Optional[cn.nc.pub.msg.service.dto.productInstance.BiddingShchProductInstanceDto],cn.nc.pub.msg.service.dto.productInstance.BiddingShchProductInstanceDto#setRemainingAmount,0
Optional[cn.nc.issuance.common.service.dto.RightManageTreeDto],cn.nc.issuance.common.service.dto.RightManageTreeDto#equals,11
Optional[cn.nc.issuance.book.dcm.service.AdvertisingPositionService],cn.nc.issuance.book.dcm.service.AdvertisingPositionService#tempSave,0
Optional[cn.nc.user.instuser.service.dto.InPositionDto],cn.nc.user.instuser.service.dto.InPositionDto#setModifyTime,0
Optional[cn.nc.issuance.common.utils.DateTimeUtil],cn.nc.issuance.common.utils.DateTimeUtil#formatChineseTime,1
Optional[cn.nc.common.transaction.support.impl.RequestMessageEntity],cn.nc.common.transaction.support.impl.RequestMessageEntity#setRetryCount,0
Optional[cn.nc.issuance.book.dcm.query.service.dto.directinvestor.whitelist.AccountWhiteListResultDto],cn.nc.issuance.book.dcm.query.service.dto.directinvestor.whitelist.AccountWhiteListResultDto#setFileId,0
Optional[cn.nc.user.ind.adapter.feign.dto.CfaeRegisterUserDto],cn.nc.user.ind.adapter.feign.dto.CfaeRegisterUserDto#getIsCheck,1
Optional[cn.nc.channel.backend.service.dto.identitymapping.IdentityMappingQueryReqDto],cn.nc.channel.backend.service.dto.identitymapping.IdentityMappingQueryReqDto#setIdentityName,0
Optional[cn.nc.user.comfile.converter.ComFileConverter],cn.nc.user.comfile.converter.ComFileConverter#toPageDto,0
Optional[cn.nc.channel.search.facade.controller.LoggedInFunctionSearchController],cn.nc.channel.search.facade.controller.LoggedInFunctionSearchController#doService,1
Optional[cn.nc.pub.wkcl.adapter.repository.po.BasePo],cn.nc.pub.wkcl.adapter.repository.po.BasePo#setModifyUserId,0
Optional[cn.nc.base.dto.NcBaseDto],cn.nc.base.dto.NcBaseDto#getId,1
Optional[cn.nc.channel.backend.service.dto.product.DebtInstTenderOfferQueryRespDto],cn.nc.channel.backend.service.dto.product.DebtInstTenderOfferQueryRespDto#setBondCode,0
Optional[cn.nc.user.ind.adapter.feign.dto.CfaeRegisterUserDto],cn.nc.user.ind.adapter.feign.dto.CfaeRegisterUserDto#setUpdateTime,0
Optional[cn.nc.issuance.book.dcm.service.dto.querystatistics.GroupFeeManagementDto],cn.nc.issuance.book.dcm.service.dto.querystatistics.GroupFeeManagementDto#setGroupFeeAmount,0
Optional[cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.ExportBondStatisticsAnalysisController],cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.ExportBondStatisticsAnalysisController#handle,1
Optional[cn.nc.issuance.book.dcm.service.impl.BookLocalAppointmentAuditServiceImpl],cn.nc.issuance.book.dcm.service.impl.BookLocalAppointmentAuditServiceImpl#genBillFile,6
Optional[cn.nc.issuance.common.compute.dto.PlacingOutputDto],cn.nc.issuance.common.compute.dto.PlacingOutputDto#getMarginBidAmount,1
Optional[cn.nc.issuance.book.dcm.adapter.repository.dao.DirectedInvestorOperateDao],cn.nc.issuance.book.dcm.adapter.repository.dao.DirectedInvestorOperateDao#queryGrouRoleByParms,0
Optional[cn.nc.issuance.book.dcm.batch.service.impl.ProductRegistrationInfoSendSHCHServiceImpl],cn.nc.issuance.book.dcm.batch.service.impl.ProductRegistrationInfoSendSHCHServiceImpl#findLeadUnderwriterEnName,2
Optional[cn.nc.issuance.book.dcm.service.dto.ReleaseAccountConfirmEntity.ExclusiveInfo],cn.nc.issuance.book.dcm.service.dto.ReleaseAccountConfirmEntity.ExclusiveInfo#getBondShortName,1
Optional[cn.nc.operation.base.service.TaskService],cn.nc.operation.base.service.TaskService#queryCompleted,0
Optional[cn.nc.channel.backend.service.dto.product.DebtInstDailyGroupQueryRespDto],cn.nc.channel.backend.service.dto.product.DebtInstDailyGroupQueryRespDto#getSubRateUpper,1
Optional[cn.nc.operation.base.service.impl.WorkingScheduleGroupServiceImpl],cn.nc.operation.base.service.impl.WorkingScheduleGroupServiceImpl#queryAccessibleWorkItems,1
Optional[cn.nc.issuance.bid.facade.controller.biddingresultMgmt.AdjustPlacingResultController],cn.nc.issuance.bid.facade.controller.biddingresultMgmt.AdjustPlacingResultController#doService,1
Optional[cn.nc.issuance.book.dcm.service.dto.querystatistics.GroupFeeManagementDto],cn.nc.issuance.book.dcm.service.dto.querystatistics.GroupFeeManagementDto#getGroupFeeAmountBefore,1
Optional[cn.nc.user.inst.service.InstInfoHisService],cn.nc.user.inst.service.InstInfoHisService#batchApprovalRefuse,0
Optional[cn.nc.user.instuser.service.impl.InstThirdUserRelApplyServiceImpl],cn.nc.user.instuser.service.impl.InstThirdUserRelApplyServiceImpl#approveRefuseInstThirdUserApply,2
Optional[cn.nc.operation.base.service.impl.WorkingScheduleGroupServiceImpl],cn.nc.operation.base.service.impl.WorkingScheduleGroupServiceImpl#save,2
Optional[cn.nc.pub.msg.service.dto.productInstance.BookDcmProductInstanceDto],cn.nc.pub.msg.service.dto.productInstance.BookDcmProductInstanceDto#getPublishMethod,1
Optional[cn.nc.user.inst.converter.InstInfoHisConverterImpl],cn.nc.user.inst.converter.InstInfoHisConverterImpl#toPo,6
Optional[cn.nc.user.inst.service.InstInfoExtService],cn.nc.user.inst.service.InstInfoExtService#saveBatch,0
Optional[cn.nc.starter.persistent.handler.DateToHHMMSSLongHandler],cn.nc.starter.persistent.handler.DateToHHMMSSLongHandler#convertSqlTimeToNumber,4
Optional[cn.nc.channel.auth.outer.service.impl.InstUserQueryServiceImpl],cn.nc.channel.auth.outer.service.impl.InstUserQueryServiceImpl#converterInstUserRespDto,4
Optional[cn.nc.issuance.common.utils.DateTimeUtil],cn.nc.issuance.common.utils.DateTimeUtil#formatShortTime,1
Optional[cn.nc.issuance.book.dcm.query.facade.controller.magnifier.ContactListQueryController],cn.nc.issuance.book.dcm.query.facade.controller.magnifier.ContactListQueryController#handle,1
Optional[cn.nc.issuance.book.dcm.service.dto.directinvestor.whitelist.nx.PushWhiteGroupToShchDto],cn.nc.issuance.book.dcm.service.dto.directinvestor.whitelist.nx.PushWhiteGroupToShchDto#setSendDate,0
Optional[cn.nc.channel.auth.outer.adapter.feign.ChlOperationUserOrgFeign],cn.nc.channel.auth.outer.adapter.feign.ChlOperationUserOrgFeign#resetUserPassword,0
Optional[cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto],cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto#setCollectionBondExplain,0
Optional[cn.nc.issuance.book.dcm.query.facade.controller.purchaseOffer.PurchaseOfferSelectController],cn.nc.issuance.book.dcm.query.facade.controller.purchaseOffer.PurchaseOfferSelectController#doService,1
Optional[cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondOrgListController],cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondOrgListController#handle,1
Optional[cn.nc.issuance.common.facade.service.dto.QueryBondUserInputDTOFacade],cn.nc.issuance.common.facade.service.dto.QueryBondUserInputDTOFacade#peekBody,2
Optional[cn.nc.issuance.bid.utils.DateUtil],cn.nc.issuance.bid.utils.DateUtil#getDateTimeCnAllStringFromLong,1
Optional[cn.nc.issuance.common.service.BondKindConfigService],cn.nc.issuance.common.service.BondKindConfigService#add,0
Optional[cn.nc.issuance.book.dcm.service.impl.bond.BondMgrServiceImpl],cn.nc.issuance.book.dcm.service.impl.bond.BondMgrServiceImpl#queryReplicableBondList,10
Optional[cn.nc.user.ind.adapter.repository.po.UserInfoPo],cn.nc.user.ind.adapter.repository.po.UserInfoPo#getUserStatus,1
Optional[cn.nc.user.position.service.impl.PositionHisBatchApprove],cn.nc.user.position.service.impl.PositionHisBatchApprove#getBusinessType,1
Optional[cn.nc.starter.persistent.wrapper.LbqWrapper],cn.nc.starter.persistent.wrapper.LbqWrapper#build,4
Optional[cn.nc.issuance.book.dcm.service.external.DCMForExternalFileUploadService],cn.nc.issuance.book.dcm.service.external.DCMForExternalFileUploadService#fileUploadInfo,0
Optional[cn.nc.channel.log.mapper.AuditLogConverter],cn.nc.channel.log.mapper.AuditLogConverter#toPageList,0
Optional[cn.nc.pub.msg.service.dto.productInstance.BookFinShchProductInstanceDto],cn.nc.pub.msg.service.dto.productInstance.BookFinShchProductInstanceDto#getSubRateUnit,1
Optional[cn.nc.issuance.book.dcm.service.dto.PublishNoticeEntity],cn.nc.issuance.book.dcm.service.dto.PublishNoticeEntity#setTerm,0
Optional[cn.nc.issuance.common.facade.controller.SysDictionaryAuditListController],cn.nc.issuance.common.facade.controller.SysDictionaryAuditListController#doService,1
Optional[cn.nc.issuance.book.dcm.query.service.dto.querystatistics.PublishSuccBondInfoResultDto],cn.nc.issuance.book.dcm.query.service.dto.querystatistics.PublishSuccBondInfoResultDto#getHgsgCount,1
Optional[cn.nc.pub.msg.service.dto.send.SendEmailDto],cn.nc.pub.msg.service.dto.send.SendEmailDto#setToAddress,0
Optional[cn.nc.pub.msg.service.dto.setting.MsgSceneConfigReqDto],cn.nc.pub.msg.service.dto.setting.MsgSceneConfigReqDto#setStatus,0
Optional[cn.nc.issuance.book.dcm.lib.adapter.repository.utils.pdf.PoltlUtil],cn.nc.issuance.book.dcm.lib.adapter.repository.utils.pdf.PoltlUtil#createDirectoryIfNotExists,7
Optional[cn.nc.pub.msg.facade.controller.productParameter.ProductParameterBatchAgreeController],cn.nc.pub.msg.facade.controller.productParameter.ProductParameterBatchAgreeController#doService,1
Optional[cn.nc.channel.auth.outer.service.dto.login.LastUsedAcctRespDto],cn.nc.channel.auth.outer.service.dto.login.LastUsedAcctRespDto#setInstUserCode,0
Optional[cn.nc.user.position.service.impl.PositionPermissionHisServiceImpl],cn.nc.user.position.service.impl.PositionPermissionHisServiceImpl#findByPositionHisId,1
Optional[cn.nc.channel.backend.service.dto.changeremind.LayoutChangeRemindQueryReqDto],cn.nc.channel.backend.service.dto.changeremind.LayoutChangeRemindQueryReqDto#setInstUserId,0
Optional[cn.nc.user.initinst.service.impl.InstOpenApplyServiceImpl],cn.nc.user.initinst.service.impl.InstOpenApplyServiceImpl#revokeApprove,21
Optional[cn.nc.common.send.dto.QuerySendDetailDto],cn.nc.common.send.dto.QuerySendDetailDto#setPhone,0
Optional[cn.nc.issuance.book.dcm.service.impl.bond.BondMgrServiceImpl],cn.nc.issuance.book.dcm.service.impl.bond.BondMgrServiceImpl#dealChangeAudit,115
Optional[cn.nc.common.auth.AuthHelper],cn.nc.common.auth.AuthHelper#getLoginSession,1
Optional[cn.nc.issuance.common.converter.SysDictionaryDetailConverterImpl],cn.nc.issuance.common.converter.SysDictionaryDetailConverterImpl#toDtoList,5
Optional[cn.nc.operation.base.mapper.work.WorkGroupItemConverterImpl],cn.nc.operation.base.mapper.work.WorkGroupItemConverterImpl#toPageList,5
Optional[cn.nc.user.sync.query.dto.CfaeRegisterUserQueryDto],cn.nc.user.sync.query.dto.CfaeRegisterUserQueryDto#getOfficePhone,1
Optional[cn.nc.pub.msg.facade.controller.parameterRule.ParameterRuleDisableController],cn.nc.pub.msg.facade.controller.parameterRule.ParameterRuleDisableController#disable,1
Optional[cn.nc.issuance.book.dcm.adapter.repository.dao.DirectedInvestorOperateDao],cn.nc.issuance.book.dcm.adapter.repository.dao.DirectedInvestorOperateDao#getOneInvestor,0
Optional[cn.nc.user.index.facade.controller.GetStatisticsUkeyController],cn.nc.user.index.facade.controller.GetStatisticsUkeyController#getStatisticsUkeyListByLogin,1
Optional[cn.nc.issuance.book.dcm.service.dto.bill.BondIssueRegistPublicEntity.Investor],cn.nc.issuance.book.dcm.service.dto.bill.BondIssueRegistPublicEntity.Investor#getSeqNo,1
Optional[cn.nc.issuance.book.dcm.lib.feign.UserQueryService],cn.nc.issuance.book.dcm.lib.feign.UserQueryService#getAccountLarge,0
Optional[cn.nc.issuance.book.dcm.query.facade.controller.directinvestor.QueryDirectInvestorAuthHisDetailController],cn.nc.issuance.book.dcm.query.facade.controller.directinvestor.QueryDirectInvestorAuthHisDetailController#handle,1
Optional[cn.nc.pub.msg.service.dto.log.MsgEmailRecordRespDto],cn.nc.pub.msg.service.dto.log.MsgEmailRecordRespDto#setToAddress,0
Optional[cn.nc.issuance.book.dcm.utils.DateUtil],cn.nc.issuance.book.dcm.utils.DateUtil#getLongToTime2,4
Optional[cn.nc.issuance.book.dcm.converter.PurchaseAppMarkerConditionConverterImpl],cn.nc.issuance.book.dcm.converter.PurchaseAppMarkerConditionConverterImpl#toDtoList,5
Optional[cn.nc.issuance.book.dcm.utils.DateUtil],cn.nc.issuance.book.dcm.utils.DateUtil#getLongToTime1,8
Optional[cn.nc.channel.auth.outer.service.impl.AppMobileLoginServiceImpl],cn.nc.channel.auth.outer.service.impl.AppMobileLoginServiceImpl#loginMobileUser,14
Optional[cn.nc.user.task.service.impl.BusinessTaskQueryServiceImpl],cn.nc.user.task.service.impl.BusinessTaskQueryServiceImpl#getLastTaskByBusinessKey,4
Optional[cn.nc.user.archive.facade.controller.GetUnArchivedController],cn.nc.user.archive.facade.controller.GetUnArchivedController#doService,1
Optional[cn.nc.user.inst.converter.InstInfoHisConverter],cn.nc.user.inst.converter.InstInfoHisConverter#toInstRoleRelPo4HisPoList,0
Optional[cn.nc.operation.base.service.WorkingScheduleService],cn.nc.operation.base.service.WorkingScheduleService#delete,0
Optional[cn.nc.operation.base.model.dto.task.TaskQuery],cn.nc.operation.base.model.dto.task.TaskQuery#setProcessStatus,0
Optional[cn.nc.issuance.book.dcm.query.util.DateTimeUtil],cn.nc.issuance.book.dcm.query.util.DateTimeUtil#getHourAndMinute,1
Optional[cn.nc.channel.backend.service.LoginHomePageDispService],cn.nc.channel.backend.service.LoginHomePageDispService#queryLoginHomePageDispInfo,0
Optional[cn.nc.user.comfile.service.ComFileService],cn.nc.user.comfile.service.ComFileService#saveFile,0
Optional[cn.nc.issuance.bid.utils.DateUtil],cn.nc.issuance.bid.utils.DateUtil#getDateForLong,4
Optional[cn.nc.pub.msg.facade.controller.productParameter.ProductParameterHistoryListController],cn.nc.pub.msg.facade.controller.productParameter.ProductParameterHistoryListController#doService,1
Optional[cn.nc.user.external.facade.controller.DepositAccListController],cn.nc.user.external.facade.controller.DepositAccListController#doService,1
Optional[cn.nc.user.reguser.converter.UserIdentifyHisConverterImpl],cn.nc.user.reguser.converter.UserIdentifyHisConverterImpl#toPoList,5
Optional[cn.nc.issuance.book.dcm.service.dto.directinvestor.DirectInvestorResultDto],cn.nc.issuance.book.dcm.service.dto.directinvestor.DirectInvestorResultDto#setPayInDate,0
Optional[cn.nc.pub.msg.service.dto.productInstance.BookCrmwProductInstanceDto],cn.nc.pub.msg.service.dto.productInstance.BookCrmwProductInstanceDto#setPubInforNotific,0
Optional[cn.nc.issuance.book.dcm.service.PricingPlacingService],cn.nc.issuance.book.dcm.service.PricingPlacingService#checkPlacingAllExclusiveSales,0
Optional[cn.nc.user.cfaeuser.dto.CfaeRegisterUserQueryDto],cn.nc.user.cfaeuser.dto.CfaeRegisterUserQueryDto#getName,1
Optional[cn.nc.issuance.book.dcm.query.service.BondUnderWriterStaticsService],cn.nc.issuance.book.dcm.query.service.BondUnderWriterStaticsService#statisticsQueryByBond,0
Optional[cn.nc.issuance.common.service.impl.ImixMqMessageLogServiceImpl],cn.nc.issuance.common.service.impl.ImixMqMessageLogServiceImpl#deleteById,3
Optional[cn.nc.issuance.book.dcm.query.facade.controller.bookkeepingprocessiinfo.BookkeepingProcessIinfoInitController],cn.nc.issuance.book.dcm.query.facade.controller.bookkeepingprocessiinfo.BookkeepingProcessIinfoInitController#doService,1
Optional[cn.nc.issuance.book.dcm.query.service.impl.FeeRateReferenceServiceImpl],cn.nc.issuance.book.dcm.query.service.impl.FeeRateReferenceServiceImpl#list,1
Optional[cn.nc.issuance.book.dcm.query.service.dto.hisinfoquery.DistTemplateHisDto],cn.nc.issuance.book.dcm.query.service.dto.hisinfoquery.DistTemplateHisDto#setFileId,0
Optional[cn.nc.issuance.book.dcm.query.service.MqSendProductInfoService],cn.nc.issuance.book.dcm.query.service.MqSendProductInfoService#list,0
Optional[cn.nc.pub.msg.service.dto.log.MsgSendRecordRespDto],cn.nc.pub.msg.service.dto.log.MsgSendRecordRespDto#setModifyUserId,0
Optional[cn.nc.channel.backend.facade.controller.ClientDownloadController],cn.nc.channel.backend.facade.controller.ClientDownloadController#doService,1
Optional[cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondQueryHisBondController],cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondQueryHisBondController#doService,1
Optional[cn.nc.operation.task.engine.service.DefaultTaskEntityConverter],cn.nc.operation.task.engine.service.DefaultTaskEntityConverter#createInstance,1
Optional[cn.nc.issuance.book.dcm.converter.NxOrgListChangeRecordConverterImpl],cn.nc.issuance.book.dcm.converter.NxOrgListChangeRecordConverterImpl#toPo,4
